roaster,cleaned_desc_1,sentiment_scores,compound,compound_scaled_0_1,compound_scaled_1_10
GK Coffee,deeply sweetsavory unusual caramel goat milk yogurt raspberry cedar sage aroma cup richly bittersweet structure bright acidity syrupy mouthfeel savoryleaning finish undertone caramel sage,"{'neg': 0.046, 'neu': 0.747, 'pos': 0.206, 'compound': 0.6705}",0.6705,0.83525,8.51725
GK Coffee,evaluated espresso richly aromatic fruity spicetoned baking spice pineapple dark chocolate cedar apple cider aroma small cup crisp velvety mouthfeel spicetoned fruity finish three part milk suggests pineapple milkshake,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}",0.4404,0.7202,7.4818
Dear John Coffee,quietly confident gently bright pear almond lily fir orange zest aroma cup crisply bittersweet structure brisk acidity delicate silky mouthfeel gently drying finish lead note orange zest fir,"{'neg': 0.035, 'neu': 0.565, 'pos': 0.401, 'compound': 0.9118}",0.9118,0.9559,9.6031
Regent Coffee,hightoned richly sweet deep nectarine cherry blossom hazelnut lemonthyme dark chocolate aroma cup sweet structure bright juicy acidity crisp mouthfeel long flavorladen finish carry forward aroma flavor note cup,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8957}",0.8957,0.9478500000000001,9.530650000000001
Jaunt Coffee Roasters,sweetly savory fruitdriven candy apple lime zest baking chocolate cedar narcissus aroma cup bittersweet structure brisk acidity crisp satiny mouthfeel finish consolidates note chocolate citrus,"{'neg': 0.046, 'neu': 0.786, 'pos': 0.168, 'compound': 0.5267}",0.5267,0.76335,7.87015
Jaunt Coffee Roasters,delicate balanced sweettoned baking chocolate pear almond freshcut oak agave syrup aroma cup brisk acidity velvetysmooth mouthfeel sweetly nutty finish supported note agave oak,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.7351}",0.7351,0.86755,8.80795
Bird Rock Coffee Roasters,richly sweet hightoned mulberry dark chocolate agave syrup lemon verbena cedar aroma cup sweet structure juicybright acidity full syrupy mouthfeel resonant long flavorsaturated finish,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
Quartet Kaffe,evaluated espresso deeply sweet richtoned chocolaty dark chocolate cashew butter pomegranate lemon verbena cedar aroma cup creamysmooth mouthfeel crisply sweet finish consolidates note dark chocolate pomegranate cappuccinoscaled milk chocolate note bloom tart fruit note tempered floral hint amplified,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.764}",0.764,0.882,8.937999999999999
Quartet Kaffe,juicy bright fruit floraltoned savoryedged shitake mushroom dark chocolate grape candy wisteria amber aroma cup sweettart structure colalike acidity plush syrupy mouthfeel long lingering flavorsaturated finish,"{'neg': 0.046, 'neu': 0.851, 'pos': 0.103, 'compound': 0.3818}",0.3818,0.6909,7.2181
Cafe Fugu Roasters,gently fruitforward raspberry honey almond butter magnolia grapefruit zest aroma cup sweettoned structure brisk acidity plush syrupy mouthfeel sweettoned finish center around note raspberry magnolia honey,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.5574}",0.5574,0.7787,8.008299999999998
Cafe Fugu Roasters,evaluated espresso balanced deeptoned baking chocolate tamarind cedar narcissus agave syrup aroma small cup crisp lightly satiny mouthfeel richly drying finish note baking chocolate cedar three part milk nice dark chocolate narcissus note supported agave,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7906}",0.7906,0.8953,9.0577
Kakalove Cafe,delicate complex multilayered cocoa nib orange blossom oil hop flower tangerine cedar aroma cup richly sweettart structure citrusy acidity full syrupysmooth mouthfeel floraltoned citrusy finish supported cocoa nib cedar note,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6597}",0.6597,0.82985,8.46865
Kakalove Cafe,deeptoned intricately balanced dried mulberry dark chocolate magnolia sandalwood pink peppercorn aroma small cup juicysweet structure hightoned acidity full syrupy mouthfeel resonant finish consolidates note dried mulberry pink peppercorn,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5,5.5
Trident Coffee,evaluated espresso chocolaty roastrounded cocoa powder date salted caramel gardenia freshcut fir aroma small cup crisp velvety mouthfeel sweet chocolaty woodframed finish three part milk chocolate floral note bloom undertone date gardenia,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4588}",0.4588,0.7294,7.5646
Trident Coffee,sweetly nuttoned cashew caramel cedar orange zest lily aroma cup sweet structure brisk acidity lightly satiny mouthfeel finish center around note cashew cedar caramel undertone,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.7717}",0.7717,0.88585,8.97265
Paradise Roasters,richly sweettart floral fruitdriven mango cocoa nib ginger blossom lime zest cedar aroma cup balanced tartleaning structure vibrant juicy acidity lightly viscous silky mouthfeel long flavorsaturated finish centered around fruit florals,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.743}",0.743,0.8714999999999999,8.843499999999999
JBC Coffee Roasters,elegant delicately aromatic floral honeysuckle cocoa nib pink peppercorn red plum pomelo aroma cup sweetly tart juicy balanced acidity plush syrupysmooth mouthfeel floral cocoatoned finish,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.802}",0.802,0.901,9.109
Paradise Roasters,richly chocolaty sweetly tart nectarine dark chocolate lemon verbena lavender freshcut oak aroma cup sweet structure hightoned acidity full satinysmooth mouthfeel crisply sweet chocolaty finish undertone lemon verbena hint lavender,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.9001}",0.9001,0.9500500000000001,9.550450000000001
1980 CAFE,juicy richly floraltoned lilac cocoa nib pink grapefruit zest almond butter freshcut oak aroma cup sweettart structure bright juicy acidity crisply satiny mouthfeel engaging finish lead note lilac pink grapefruit zest rounding almond butter oak long,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.802}",0.802,0.901,9.109
1980 CAFE,deeply fruittoned richly chocolaty dried apricot dark chocolate narcissus cedar almond aroma cup aroma cup sweetly tart structure brisk acidity full syrupy mouthfeel crisp finish consolidates note dried apricot dark chocolate cedar,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.7832}",0.7832,0.8916,9.0244
1980 CAFE,crisp delicately fruitforward pomegranate amber cocoa nib marjoram freesia aroma cup sweettoned structure gentle acidity crisp velvety mouthfeel finish lead note amber marjoram floral undertone,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.6486}",0.6486,0.8243,8.418700000000001
RamsHead Coffee Roasters,elegantly fruittoned strawberryguava pistachio lime zest freesia cedar aroma cup sweetly tart structure vibrant juicy acidity full syrupy mouthfeel finish center around note strawberryguava pistachio cedar undertone,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.8689}",0.8689,0.93445,9.41005
RamsHead Coffee Roasters,crisply tart sweetly herbaceous tangerine thyme tea rose freshcut oak baking chocolate aroma cup sweettart structure brisk acidity satinysmooth mouthfeel citrusy finish lead note tangerine tea rose,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.5719}",0.5719,0.7859499999999999,8.07355
RamsHead Coffee Roasters,deeptoned richly sweet date dark chocolate hazelnut magnolia cedar aroma cup sweet structure gentle round acidity plush creamy mouthfeel crisp finish simplifies note dark chocolate cedar,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.8957}",0.8957,0.9478500000000001,9.530650000000001
Moore Coffee,richly floral fruittoned balanced passion fruit pink peppercorn star jasmine cocoa nib sandalwood aroma cup sweetly tart structure vibrant acidity syrupy viscous mouthfeel spicyfloral finish lead note star jasmine cocoa nib,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9081}",0.9081,0.9540500000000001,9.586450000000001
Nostalgia Coffee Roasters,richly aromatic chocolaty fruitdriven dark chocolate fudge dried blueberry baking spice clove nutmeg cinnamon magnolia hint wine barrel aroma cup deeply sweet structure fruittoned acidity creamy smooth mouthfeel long resonant finish chocolate flower fruit,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.7346}",0.7346,0.8673,8.8057
Bird Rock Coffee Roasters,citrusysweet richly cocoatoned tangerine cocoa nib marjoram narcissus freshcut cedar aroma cup sweetly tart structure bright balanced acidity silkysmooth mouthfeel finish consolidates pretty note cocoa nib tangerine,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.9022}",0.9022,0.9511000000000001,9.5599
St1 Cafe/Work Room,suavely bright quietly lively balanced tangerine hazelnut cedar cashew floral vanilla aroma cup sweetly tart structure roundly bright acidity plush buoyant mouthfeel impressive finish deep layered vanilla cedar tangerine back note,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9432}",0.9432,0.9716,9.7444
Speedwell Coffee,sweettoned straightforward comfortable brown sugar cocoa gardenia hazelnut hint orange marmalade aroma cup balanced structure gentle round acidity delicately plush mouthfeel exceptionally sweet finish consolidates around flower cocoa hazelnut,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.8883}",0.8883,0.94415,9.49735
Topeca Coffee Roasters,bright balanced cleanly classic washed profile distinct apricot,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,0.7202,7.4818
JBC Coffee Roasters,richly spice fruittoned nectarine clove narcissus cocoa nib cedar aroma cup brightly sweet structure vibrant juicy acidity full syrupysmooth mouthfeel balanced finish lead note cocoa nib nectarine supported clove cedar hint narcissus,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.9201}",0.9201,0.9600500000000001,9.640450000000001
Coffee By Design,gently fruittoned complex multilayered wild strawberry honey sandalwood jasmine fresh leather aroma cup sweetly tart structure balanced juicy acidity full syrupy mouthfeel crisp finish center note strawberry sandalwood honey undertone,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8126}",0.8126,0.9063,9.1567
Coffee By Design,hightoned sweetly tart lychee tamarind dark chocolate marjoram freshcut oak aroma cup sweettoned structure gentle round acidity plush creamy mouthfeel long lingering finish note dark chocolate tamarind,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7184}",0.7184,0.8592,8.7328
Coffee By Design,chocolaty deeptoned baking chocolate date cedar narcissus almond aroma cup sweet structure brisk acidity velvety mouthfeel finish consolidates note baking chocolate cedar,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5574}",0.5574,0.7787,8.008299999999998
Peach Coffee Roasters,richly sweet chocolaty dark chocolate hazelnut date gardenia cedar aroma cup sweettoned structure gentle acidity crisp satiny mouthfeel chocolaty finish undertone hazelnut cedar,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8316}",0.8316,0.9158,9.2422
JBC Coffee Roasters,richly sweet floral fruittoned apricot star jasmine almond nougat lemon balm sandalwood aroma cup sweetly tart structure delicately bright acidity plush syrupy mouthfeel long lingering flavorladen finish,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9169}",0.9169,0.95845,9.62605
Dragonfly Coffee Roasters,delicately bright resonantly floral narcissus cardamom honey bergamot marjoram aroma cup balanced sweetly tart structure vibrant acidity lively silky mouthfeel long flavorladen finish lead note bittersweet citrus narcissus short cardamom honey resurface long,"{'neg': 0.031, 'neu': 0.634, 'pos': 0.336, 'compound': 0.9186}",0.9186,0.9593,9.633700000000001
JBC Coffee Roasters,nuanced bright multilayered richly aromatic tangerine lilac sage bing cherry caramelized walnut aroma cup sweetly bright structure vibrant balanced acidity lively satinysmooth mouthfeel resonant finish center around note tangerine sage,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.9524}",0.9524,0.9762,9.7858
Dragonfly Coffee Roasters,hightoned balanced deeply sweet pomelo jasmine cocoa nib amber agave syrup aroma cup brightly sweet structure juicy acidity syrupysmooth mouthfeel crisply cocoatoned finish supported pomelo jasmine,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8856}",0.8856,0.9428000000000001,9.4852
JBC Coffee Roasters,deeply sweet richly fruittoned passion fruit ginger flower cocoa nib meyer lemon zest hazelnut aroma cup brightly sweet vibrant juicy acidity full syrupy mouthfeel resonant finish center around note cocoatoned ginger flower,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9563}",0.9563,0.9781500000000001,9.80335
Desolate Café,richly tart chocolaty pomegranate dark chocolate lemon verbena almond cedar aroma cup crisply sweettart structure citrusy acidity full syrupy mouthfeel sustained finish consolidates note pomegranate dark chocolate cedar,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}",0.4404,0.7202,7.4818
Desolate Café,bittersweet cleanly fruittoned dark chocolate raspberry lime zest hazelnut butter rhododendron aroma cup deeply sweet structure juicy bright acidity lightly satiny mouthfeel finish carried note dark chocolate raspberry,"{'neg': 0.04, 'neu': 0.769, 'pos': 0.191, 'compound': 0.7089}",0.7089,0.8544499999999999,8.69005
Desolate Café,crisply sweet intentionally fermenty whiskey barrel cocoa powder raisin freshcut fir pistachio aroma cup sweetsavory structure brisk acidity velvety mouthfeel sweetly fermenty finish note whiskey cask fresh fir,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8402}",0.8402,0.9200999999999999,9.280899999999999
Brand 425,sweetly roasttoned richly chocolaty baking chocolate scorched mesquite lily almond brittle date aroma cup bittersweet structure creamy mouthfeel crisp gently drying finish center note baking chocolate lily mesquite,"{'neg': 0.038, 'neu': 0.7, 'pos': 0.262, 'compound': 0.8271}",0.8271,0.91355,9.22195
Quartet Kaffe,richly aromatic complex star jasmine cocoa nib bergamot apricot sandalwood aroma cup delicately bright structure vibrantly juicy acidity silky viscous mouthfeel resonant long flavorladen finish note star jasmine cocoa nib supported apricot undertone,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8442}",0.8442,0.9220999999999999,9.2989
CafeTaster,richtoned chocolaty baking chocolate cashew butter date magnolia orange zest aroma cup sweettoned gentle round acidity full creamy mouthfeel finish consolidates note crisp baking chocolate cashew,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,0.7202,7.4818
JBC Coffee Roasters,evaluated espresso richly chocolaty deeply sweet crisp apple dark chocolate hazelnut freshcut oak agave syrup aroma small cup velvetysmooth mouthfeel chocolaty nutty finish three part milk chocolate nut tone amplified fruit fall back supporting role,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.8439}",0.8439,0.92195,9.297550000000001
JBC Coffee Roasters,evaluated espresso caramel almond butter yellow plum orange zest cedar aroma small cup crisp satiny mouthfeel richly nutdriven finish three part milk almond caramel tone commingle supported plum cedar,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6369}",0.6369,0.81845,8.366050000000001
Hula Daddy Kona Coffee,deeptoned complexly layered vibrantly aromatic black cherry honeysuckle cocoa nib sugar cane lemon balm aroma cup richly bittersweet structure tart juicy acidity crisp satiny mouthfeel long nuanced resonant finish,"{'neg': 0.042, 'neu': 0.865, 'pos': 0.093, 'compound': 0.3818}",0.3818,0.6909,7.2181
RamsHead Coffee Roasters,deeply lacticsweet richtoned bubblegum rhododendron cocoa nib fresh leather grape candy aroma cup richly bittersweet structure tangy lactic acidity delicate lightly syrupy mouthfeel sweet long finish consolidates note bubblegum cocoa nib undertone rhododendron,"{'neg': 0.034, 'neu': 0.724, 'pos': 0.243, 'compound': 0.7964}",0.7964,0.8982,9.0838
Red Rooster Coffee Roaster,sweetly tart fruitdriven chocolaty berry melange dark chocolate freesialike flower cedar pink peppercorn aroma cup brightly sweet vibrant hightoned acidity lively syrupy mouthfeel long lingering flavorsaturated finish juicy bright,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9501}",0.9501,0.97505,9.77545
