name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,cleaned_desc_1,sentiment_score,label,roberta_sentiment_score,predicted_labels
Kona Mocca®,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,39.66,95,2021-11-01,"Exuberantly sweet-toned, richly floral. Dark chocolate, narcissus, sandalwood, blood orange zest, cedar in aroma and cup. Sweet-toned structure with bright, fruity acidity; full, satiny mouthfeel. The finish centers around citrus, chocolate, and flowers.",exuberantly sweettoned richly floral dark chocolate narcissus sandalwood blood orange zest cedar aroma cup sweettoned structure bright fruity acidity full satiny mouthfeel finish center around citrus chocolate flower,0.7003,1,0.9424823,1
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,22.02,95,2021-11-01,"Floral-toned, delicately chocolaty. Lilac, cocoa nib, red currant, honey, pink grapefruit zest in aroma and cup. Richly sweet structure; bright, balanced acidity. Syrupy-smooth mouthfeel. The finish leads with cocoa nib and concludes with honey-toned red currant.",floraltoned delicately chocolaty lilac cocoa nib red currant honey pink grapefruit zest aroma cup richly sweet structure bright balanced acidity syrupysmooth mouthfeel finish lead cocoa nib concludes honeytoned red currant,0.8689,1,0.9425301,1
Ethiopian Sweet Lily,Cafe Kreyol,Medium_Light,United States,Guji Zone,Oromia Region,4.7,93,2021-11-01,"Richly sweet, floral-toned. Magnolia, almond, maple syrup, plum, myrrh in aroma and cup. Sweetly tart structure, with bright, juicy acidity; delicate, silky mouthfeel. The richly drying finish centers around notes of almond and myrrh.",richly sweet floraltoned magnolia almond maple syrup plum myrrh aroma cup sweetly tart structure bright juicy acidity delicate silky mouthfeel richly drying finish center around note almond myrrh,0.9325,1,0.94249254,1
Kenya Gachatha Nyeri,Temple Coffee Roasters,Medium_Light,United States,Nyeri Growing Region,South-Central Kenya,6.91,93,2021-11-01,"Delicately sweet, deeply savory. Butterscotch, cocoa nib, black currant, frankincense, marjoram in aroma and cup. Crisply sweet-tart structure with balanced acidity; full, syrupy-smooth mouthfeel. The cocoa-toned finish is supported by notes of butterscotch and marjoram.",delicately sweet deeply savory butterscotch cocoa nib black currant frankincense marjoram aroma cup crisply sweettart structure balanced acidity full syrupysmooth mouthfeel cocoatoned finish supported note butterscotch marjoram,0.743,1,0.9425383,1
Bolivia Apolo Latin America Microlot,Cafe Kreyol,Medium_Light,United States,Bolivia,Nyeri Growing Region,4.7,90,2021-11-01,"Deep-toned, crisply chocolaty. Baking chocolate, cashew, orange zest, cedar, date in aroma and cup. Sweet structure with gentle acidity; full, creamy mouthfeel. The lightly drying finish leads with notes of baking chocolate and cedar.",deeptoned crisply chocolaty baking chocolate cashew orange zest cedar date aroma cup sweet structure gentle acidity full creamy mouthfeel lightly drying finish lead note baking chocolate cedar,0.7096,1,0.94254684,1
Ethiopia Gora Kone Sidamo,Temple Coffee Roasters,Medium_Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.88,92,2021-11-01,"Brightly sweet-tart. Pomegranate, cedar, baking chocolate, freesia-like flowers, brown sugar in aroma and cup. Sweet-tart structure with pert acidity; crisp, velvety mouthfeel. The gently drying finish leads with notes of baking chocolate and freesia, rounding to cedar and brown sugar in the long.",brightly sweettart pomegranate cedar baking chocolate freesialike flower brown sugar aroma cup sweettart structure pert acidity crisp velvety mouthfeel gently drying finish lead note baking chocolate freesia rounding cedar brown sugar long,0.7096,1,0.9425405,1
Organic 18 Rabbits Honduras,Cafe Kreyol,Medium_Light,United States,Marcala,Honduras,3.82,91,2021-11-01,"Quietly nuanced, nut-forward. Hazelnut, caramel, grapefruit, fresh-cut fir, a hint of gardenia in aroma and cup. Sweetly brisk structure; velvety mouthfeel. The nut-toned finish is supported by caramel and spice-toned florals.",quietly nuanced nutforward hazelnut caramel grapefruit freshcut fir hint gardenia aroma cup sweetly brisk structure velvety mouthfeel nuttoned finish supported caramel spicetoned florals,0.7184,1,0.9425195,1
Ethiopia Wate Mini Natural Espresso,T.S.E. Custom Roastery,Medium_Light,Taiwan,Hambela Dimtu,Guji,4.93,94,2021-11-01,"Evaluated as espresso. Richly aromatic, deeply sweet-tart. Dried apricot, cedar, lilac, almond, dark chocolate in aroma and small cup. Syrupy-smooth mouthfeel; crisply fruit-toned finish. In cappuccino-scaled milk, apricot and lilac notes are particularly inviting.",evaluated espresso richly aromatic deeply sweettart dried apricot cedar lilac almond dark chocolate aroma small cup syrupysmooth mouthfeel crisply fruittoned finish cappuccinoscaled milk apricot lilac note particularly inviting,0.6697,1,0.9425306,1
Colombia La Estrella Carbonic Maceration,Peach Coffee Roasters,Medium_Light,United States,Huila Department,Colombia,8.23,93,2021-11-01,"Delicately and confidently sweet. Watermelon candy, lemon-thyme, cocoa nib, freesia, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; very smooth, full mouthfeel. Sweetly herbaceous finish.",delicately confidently sweet watermelon candy lemonthyme cocoa nib freesia freshcut oak aroma cup sweettart structure brisk acidity smooth full mouthfeel sweetly herbaceous finish,0.9042,1,0.9425237,1
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,Taster’s Coffee,Light,Taiwan,Sidama Growing Region,Southern Ethiopia,16.28,96,2021-11-01,"Passion fruit, dark chocolate, frankincense, wisteria, sandalwood in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; plush, syrupy mouthfeel. Lasting, flavor-saturated finish with nuanced layers of fruit and florals into the long.",passion fruit dark chocolate frankincense wisteria sandalwood aroma cup richly sweettart structure hightoned juicy acidity plush syrupy mouthfeel lasting flavorsaturated finish nuanced layer fruit florals long,0.7096,1,0.9425176,1
Honeydew Costa Rica,Desolate Cafe,Light,Taiwan,San Vito,Puntarenas Province,7.05,92,2021-11-01,"Crisply sweet-tart. Candied apple, pecan, clove, magnolia, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity; very full, syrupy mouthfeel. Wood-framed, sweetly nut-toned finish.",crisply sweettart candied apple pecan clove magnolia freshcut fir aroma cup sweettoned structure brisk acidity full syrupy mouthfeel woodframed sweetly nuttoned finish,0.5719,1,0.94251853,1
BNT Espresso Blend,Desolate Cafe,Medium_Light,Taiwan,Ethiopia,Guatemala,4.93,94,2021-11-01,"Evaluated as espresso. Richly chocolaty, sweetly tart. Black cherry, dark chocolate, honeysuckle, almond brittle, cedar in aroma and small cup. Crisp, syrupy",evaluated espresso richly chocolaty sweetly tart black cherry dark chocolate honeysuckle almond brittle cedar aroma small cup crisp syrupy,0.7184,1,0.94252396,1
Chiayi Blend,Café Chiayi J11,Medium_Light,Taiwan,Colombia,Brazil,5.36,93,2021-11-01,"Rich-toned, deeply sweet. Almond brittle, narcissus, pear, marjoram, fresh-cut cedar in aroma and cup. Sweet structure with brisk acidity; very smooth, creamy mouthfeel. The nut-toned finish is nicely complicated by narcissus and a hint of marjoram.",richtoned deeply sweet almond brittle narcissus pear marjoram freshcut cedar aroma cup sweet structure brisk acidity smooth creamy mouthfeel nuttoned finish nicely complicated narcissus hint marjoram,0.8775,1,0.9425199,1
Costa Rica Salazar Black Honey,King's Gambit Coffee,Medium_Light,United States,Llano Bonito De Narajo,Alajuela Province,6.17,88,2021-11-01,"Crisply sweet. Pecan, red apple, oak, caramel, lily in aroma and cup. Sweet structure with crisply brisk acidity; velvety mouthfeel. The gently drying finish centers around pecan and oak notes.",crisply sweet pecan red apple oak caramel lily aroma cup sweet structure crisply brisk acidity velvety mouthfeel gently drying finish center around pecan oak note,0.8625,1,0.94251853,1
Holiday Coffee,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,22.02,96,2021-11-01,"Richly sweet-savory, deep-toned. Baking spices, dark chocolate, date, narcissus, tangerine zest in aroma and cup. Sweetly savory structure with juicy, resonant acidity; plush, creamy mouthfeel. Long, lingering, flavor-saturated finish that leads with baking spices with undertones of dark chocolate and narcissus.",richly sweetsavory deeptoned baking spice dark chocolate date narcissus tangerine zest aroma cup sweetly savory structure juicy resonant acidity plush creamy mouthfeel long lingering flavorsaturated finish lead baking spice undertone dark chocolate narcissus,0.7184,1,0.9425457,1
Mama Cata Mokkita,Paradise Roasters,Medium_Light,United States,Boquete Growing Region,Western Panama,132.28,97,2021-11-01,"Aromatically other-worldly, resoundingly juicy. Caramelized pineapple, aromatic orchid, pistachio, raw chocolate, oolong tea in aroma and cup. Sweet-savory-tart structure with gently bright acidity; deep, syrupy mouthfeel. Flavor-laden finish with especially impressive fruit and florals.",aromatically otherworldly resoundingly juicy caramelized pineapple aromatic orchid pistachio raw chocolate oolong tea aroma cup sweetsavorytart structure gently bright acidity deep syrupy mouthfeel flavorladen finish especially impressive fruit florals,0.8588,1,0.94253063,1
Ethiopia Tamiru Tadesse Anaerobic,Genesis Coffee Lab,Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,127.87,96,2021-11-01,"Richly sweet-tart, delicately balanced. Lychee, cocoa nib, sandalwood, star jasmine, hot buttered rum in aroma and cup. High-toned structure with juicy-bright acidity; very smooth, syrupy mouthfeel. Resonant, flavor-laden finish.",richly sweettart delicately balanced lychee cocoa nib sandalwood star jasmine hot buttered rum aroma cup hightoned structure juicybright acidity smooth syrupy mouthfeel resonant flavorladen finish,0.5994,1,0.942525,1
Panama Hacienda La Esmeralda Gesha,modcup coffee,Light,United States,Boquete Growing Region,Western Panama,29.39,94,2021-12-01,"High-toned, balanced, richly sweet-tart. Dried apricot, star jasmine, cocoa nib, caramel, star anise in aroma and cup. Sweetly tart structure with juicy, engaging",hightoned balanced richly sweettart dried apricot star jasmine cocoa nib caramel star anise aroma cup sweetly tart structure juicy engaging,0.8126,1,0.94251674,1
Natural Ka’u Maragogipe,Big Island Coffee Roasters,Medium_Light,Hawai'i,Ka’U Growing Region,Big Island Of Hawai’I,16.75,94,2021-12-01,"Richly sweet-savory. Caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. Balanced, bittersweet structure with sweetly brisk acidity; plush, syrupy mouthfeel. Spice-toned finish consolidates to notes of pink peppercorn and caramel.",richly sweetsavory caramel guava rose hip hop flower pink peppercorn aroma cup balanced bittersweet structure sweetly brisk acidity plush syrupy mouthfeel spicetoned finish consolidates note pink peppercorn caramel,0.743,1,0.94251084,1
Costa Rica Volcan Azul San Isidro Red Honey,PT’s Coffee Roasting Co.,Medium_Light,United States,Poás Volcano Region,Alajuela Province,6.47,95,2021-12-01,"Brightly sweet-tart; juicy and complex. Goji berry, dark chocolate, nutmeg, dark caramel, gardenia in aroma and cup. Sweetly tart structure with winy acidity;",brightly sweettart juicy complex goji berry dark chocolate nutmeg dark caramel gardenia aroma cup sweetly tart structure winy acidity,0.6808,1,0.9425329,1
Ethiopia Demeka Becha,Red Rooster Coffee Roaster,Medium_Light,United States,Bona Zuria,Sidama Region,6.46,96,2021-12-01,"Richly sweet, delicately tart, very complex. Bergamot, star jasmine, pluot, cocoa nib, marjoram in aroma and cup. Brightly sweet structure with juicy acidity;",richly sweet delicately tart complex bergamot star jasmine pluot cocoa nib marjoram aroma cup brightly sweet structure juicy acidity,0.9081,1,0.9425331,1
Sweet Holiday Blend,Red Rooster Coffee Roaster,Medium_Light,United States,Colombia,Guatemala,6.17,94,2021-12-01,"Deeply sweet, richly fruit-forward. Dark chocolate, tangerine zest, candied hazelnut, fresh-cut fir, cinnamon in aroma and cup. Crisply sweet structure with",deeply sweet richly fruitforward dark chocolate tangerine zest candied hazelnut freshcut fir cinnamon aroma cup crisply sweet structure,0.8678,1,0.9425383,1
Ethiopia Washed Sidama Bensa Bombe,Kakalove Cafe,Light,Taiwan,Sidama Region,Ethiopia,5.31,94,2021-12-01,"Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. Sweet structure with tart, juicy",delicately sweettart richtoned dried apricot dark chocolate cashew butter plumeria pink grapefruit zest aroma cup sweet structure tart juicy,0.6124,1,0.9425377,1
Panama Abu Geisha Lot 6,Willoughby's Coffee & Tea,Medium_Light,United States,Cañas Verdes,Boquete Growing Region,22.05,95,2021-12-01,"Deeply aromatic, complex. Dried mulberry, dark chocolate, almond butter, lilac, pink grapefruit zest in aroma and cup. Sweet-tart structure with bright, lively",deeply aromatic complex dried mulberry dark chocolate almond butter lilac pink grapefruit zest aroma cup sweettart structure bright lively,0.7003,1,0.9425105,1
Panama Finca Mi Finquita Geisha Afrodita Natural,Kakalove Cafe,Medium_Light,Taiwan,Tierras Altas,Chiriquí Province,35.4,96,2021-12-01,"High-toned, elegantly floral, intricately balanced. Concord grape, frankincense, aromatic orchid, candy cap mushroom, cocoa nib in aroma and cup. Deeply",hightoned elegantly floral intricately balanced concord grape frankincense aromatic orchid candy cap mushroom cocoa nib aroma cup deeply,0.4404,1,0.94250053,1
Panama El Burro Estate Natural Gesha,Kakalove Cafe,Medium_Light,Taiwan,Potrerillo Arriba,Boquete,39.65,95,2021-12-01,"Delicate, deeply sweet, complexly layered. Passion fruit, wild honey, lilac, macadamia nut, tangerine zest in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny-smooth mouthfeel. The richly cocoa-toned finish is alive with tropical fruit and rich aromatic wood notes.",delicate deeply sweet complexly layered passion fruit wild honey lilac macadamia nut tangerine zest aroma cup balanced sweettart structure juicy acidity crisp satinysmooth mouthfeel richly cocoatoned finish alive tropical fruit rich aromatic wood note,0.9392,1,0.94253254,1
